order,character,unicode,category,tier,frequency_rank,pinyin,stroke_count,source
1089,",",U+002C,punctuation,phase1,,,,常用中英文标点和书写符号
1090,.,U+002E,punctuation,phase1,,,,常用中英文标点和书写符号
1091,?,U+003F,punctuation,phase1,,,,常用中英文标点和书写符号
1092,!,U+0021,punctuation,phase1,,,,常用中英文标点和书写符号
1093,:,U+003A,punctuation,phase1,,,,常用中英文标点和书写符号
1094,;,U+003B,punctuation,phase1,,,,常用中英文标点和书写符号
1095,(,U+0028,punctuation,phase1,,,,常用中英文标点和书写符号
1096,),U+0029,punctuation,phase1,,,,常用中英文标点和书写符号
1097,[,U+005B,punctuation,phase1,,,,常用中英文标点和书写符号
1098,],U+005D,punctuation,phase1,,,,常用中英文标点和书写符号
1099,{,U+007B,punctuation,phase1,,,,常用中英文标点和书写符号
1100,},U+007D,punctuation,phase1,,,,常用中英文标点和书写符号
1101,<,U+003C,punctuation,phase1,,,,常用中英文标点和书写符号
1102,>,U+003E,punctuation,phase1,,,,常用中英文标点和书写符号
1103,/,U+002F,punctuation,phase1,,,,常用中英文标点和书写符号
1104,_,U+005F,punctuation,phase1,,,,常用中英文标点和书写符号
1105,-,U+002D,punctuation,phase1,,,,常用中英文标点和书写符号
1106,+,U+002B,punctuation,phase1,,,,常用中英文标点和书写符号
1107,=,U+003D,punctuation,phase1,,,,常用中英文标点和书写符号
1108,−,U+2212,math,phase1,,,,常用数学符号
1109,×,U+00D7,math,phase1,,,,常用数学符号
1110,÷,U+00F7,math,phase1,,,,常用数学符号
1111,≠,U+2260,math,phase1,,,,常用数学符号
1112,≈,U+2248,math,phase1,,,,常用数学符号
1113,≤,U+2264,math,phase1,,,,常用数学符号
1114,≥,U+2265,math,phase1,,,,常用数学符号
1115,±,U+00B1,math,phase1,,,,常用数学符号
1116,%,U+0025,math,phase1,,,,常用数学符号
1117,‰,U+2030,math,phase1,,,,常用数学符号
1118,°,U+00B0,math,phase1,,,,常用数学符号
1119,√,U+221A,math,phase1,,,,常用数学符号
1120,∑,U+2211,math,phase1,,,,常用数学符号
1121,∆,U+2206,math,phase1,,,,常用数学符号
1122,Δ,U+0394,math,phase1,,,,常用数学符号
1123,π,U+03C0,math,phase1,,,,常用数学符号
1124,∞,U+221E,math,phase1,,,,常用数学符号
1125,∠,U+2220,math,phase1,,,,常用数学符号
1126,∥,U+2225,math,phase1,,,,常用数学符号
1127,⊥,U+22A5,math,phase1,,,,常用数学符号
1128,∵,U+2235,math,phase1,,,,常用数学符号
1129,∴,U+2234,math,phase1,,,,常用数学符号
1130,℃,U+2103,science,phase1,,,,常用理工科符号
1131,Ω,U+03A9,science,phase1,,,,常用理工科符号
1132,μ,U+03BC,science,phase1,,,,常用理工科符号
1133,λ,U+03BB,science,phase1,,,,常用理工科符号
1134,ρ,U+03C1,science,phase1,,,,常用理工科符号
1135,σ,U+03C3,science,phase1,,,,常用理工科符号
1136,φ,U+03C6,science,phase1,,,,常用理工科符号
1137,θ,U+03B8,science,phase1,,,,常用理工科符号
1138,α,U+03B1,science,phase1,,,,常用理工科符号
1139,β,U+03B2,science,phase1,,,,常用理工科符号
1140,γ,U+03B3,science,phase1,,,,常用理工科符号
